ticker,year,field_code,val,incomplete,source_file,field_name,esg_bucket,company_name
AA US Equity,2008,ES088,True,True,Combined_ES_Scores_09.xlsx,Biodiversity Policy,ES,Alcoa Corp
AA US Equity,2008,ES092,0.12,True,Combined_ES_Scores_09.xlsx,Lost Time Incident Rate - Employees,ES,Alcoa Corp
AA US Equity,2008,ES105,False,True,Combined_ES_Scores_09.xlsx,"Climate Change Opportunities
  Discussed",ES,Alcoa Corp
AA US Equity,2008,ES106,True,True,Combined_ES_Scores_09.xlsx,Risks of Climate Change Discussed,ES,Alcoa Corp
AA US Equity,2008,ES197,False,True,Combined_ES_Scores_09.xlsx,Anti-Bribery Ethics Policy,ES,Alcoa Corp
AA US Equity,2008,ES247,True,True,Combined_ES_Scores_09.xlsx,Water Policy,ES,Alcoa Corp
AA US Equity,2008,F0947,30,True,Combined_ES_Scores_09.xlsx,"Scope 1 Greenhouse Gas / Carbon
  Dioxide Emissions",ES,Alcoa Corp
AA US Equity,2008,F0949,207,True,Combined_ES_Scores_09.xlsx,Sulphur Dioxide / Sulphur Oxide Emissions,ES,Alcoa Corp
AA US Equity,2008,F1442,0.05,True,Combined_ES_Scores_09.xlsx,Fatality Rate - Employees,ES,Alcoa Corp
AA US Equity,2009,ES007,30.9,True,Combined_ES_Scores_09.xlsx,Nitrogen Oxide Emissions,ES,Alcoa Corp
AA US Equity,2009,ES009,5.4,True,Combined_ES_Scores_09.xlsx,VOC Emissions,ES,Alcoa Corp
AA US Equity,2009,ES036,True,True,Combined_ES_Scores_09.xlsx,Emissions Reduction Initiatives,ES,Alcoa Corp
AA US Equity,2009,ES041,True,True,Combined_ES_Scores_09.xlsx,Environmental Quality ManagementPolicy,ES,Alcoa Corp
AA US Equity,2009,ES045,62.71,True,Combined_ES_Scores_09.xlsx,Pct Employees Unionized,ES,Alcoa Corp
AA US Equity,2009,ES057,True,True,Combined_ES_Scores_09.xlsx,Health and Safety Policy,ES,Alcoa Corp
AA US Equity,2009,ES059,True,True,Combined_ES_Scores_09.xlsx,Human Rights Policy,ES,Alcoa Corp
AA US Equity,2009,ES077,19800,True,Combined_ES_Scores_09.xlsx,GHG Scope 2 Location-Based,ES,Alcoa Corp
AA US Equity,2009,ES088,True,True,Combined_ES_Scores_09.xlsx,Biodiversity Policy,ES,Alcoa Corp
AA US Equity,2009,ES092,0.13,True,Combined_ES_Scores_09.xlsx,Lost Time Incident Rate - Employees,ES,Alcoa Corp
AA US Equity,2009,ES105,False,True,Combined_ES_Scores_09.xlsx,"Climate Change Opportunities
  Discussed",ES,Alcoa Corp
AA US Equity,2009,ES106,True,True,Combined_ES_Scores_09.xlsx,Risks of Climate Change Discussed,ES,Alcoa Corp
AA US Equity,2009,ES121,1.28,True,Combined_ES_Scores_09.xlsx,Total Recordable Incident Rate - Employees,ES,Alcoa Corp
AA US Equity,2009,ES197,False,True,Combined_ES_Scores_09.xlsx,Anti-Bribery Ethics Policy,ES,Alcoa Corp
AA US Equity,2009,ES247,True,True,Combined_ES_Scores_09.xlsx,Water Policy,ES,Alcoa Corp
AA US Equity,2009,F0947,26,True,Combined_ES_Scores_09.xlsx,"Scope 1 Greenhouse Gas / Carbon
  Dioxide Emissions",ES,Alcoa Corp
AA US Equity,2009,F0949,140.7,True,Combined_ES_Scores_09.xlsx,Sulphur Dioxide / Sulphur Oxide Emissions,ES,Alcoa Corp
AA US Equity,2009,F1442,0.03,True,Combined_ES_Scores_09.xlsx,Fatality Rate - Employees,ES,Alcoa Corp
AA US Equity,2010,ES007,30,True,Combined_ES_Scores_14.xlsx,Nitrogen Oxide Emissions,ES,Alcoa Corp
AA US Equity,2010,ES009,4.9,True,Combined_ES_Scores_14.xlsx,VOC Emissions,ES,Alcoa Corp
AA US Equity,2010,ES014,133228,True,Combined_ES_Scores_14.xlsx,Total Energy Consumption,ES,Alcoa Corp
AA US Equity,2010,ES036,True,True,Combined_ES_Scores_14.xlsx,Emissions Reduction Initiatives,ES,Alcoa Corp
AA US Equity,2010,ES041,True,True,Combined_ES_Scores_14.xlsx,Environmental Quality ManagementPolicy,ES,Alcoa Corp
AA US Equity,2010,ES045,64.07,True,Combined_ES_Scores_14.xlsx,Pct Employees Unionized,ES,Alcoa Corp
AA US Equity,2010,ES057,True,True,Combined_ES_Scores_14.xlsx,Health and Safety Policy,ES,Alcoa Corp
AA US Equity,2010,ES059,True,True,Combined_ES_Scores_14.xlsx,Human Rights Policy,ES,Alcoa Corp
AA US Equity,2010,ES077,15900,True,Combined_ES_Scores_14.xlsx,GHG Scope 2 Location-Based,ES,Alcoa Corp
AA US Equity,2010,ES088,True,True,Combined_ES_Scores_14.xlsx,Biodiversity Policy,ES,Alcoa Corp
AA US Equity,2010,ES092,0.12,True,Combined_ES_Scores_14.xlsx,Lost Time Incident Rate - Employees,ES,Alcoa Corp
AA US Equity,2010,ES105,False,True,Combined_ES_Scores_14.xlsx,"Climate Change Opportunities
  Discussed",ES,Alcoa Corp
AA US Equity,2010,ES106,True,True,Combined_ES_Scores_14.xlsx,Risks of Climate Change Discussed,ES,Alcoa Corp
AA US Equity,2010,ES121,1.35,True,Combined_ES_Scores_14.xlsx,Total Recordable Incident Rate - Employees,ES,Alcoa Corp
AA US Equity,2010,ES197,True,True,Combined_ES_Scores_14.xlsx,Anti-Bribery Ethics Policy,ES,Alcoa Corp
AA US Equity,2010,ES247,True,True,Combined_ES_Scores_14.xlsx,Water Policy,ES,Alcoa Corp
AA US Equity,2010,F0947,29.5,True,Combined_ES_Scores_14.xlsx,"Scope 1 Greenhouse Gas / Carbon
  Dioxide Emissions",ES,Alcoa Corp
AA US Equity,2010,F0949,148.5,True,Combined_ES_Scores_14.xlsx,Sulphur Dioxide / Sulphur Oxide Emissions,ES,Alcoa Corp
AA US Equity,2010,F1442,0.05,True,Combined_ES_Scores_14.xlsx,Fatality Rate - Employees,ES,Alcoa Corp
AA US Equity,2010,SA020,104900,True,Combined_ES_Scores_14.xlsx,Freshwater Withdrawals,ES,Alcoa Corp
AA US Equity,2011,ES007,38.1,True,Combined_ES_Scores_14.xlsx,Nitrogen Oxide Emissions,ES,Alcoa Corp
AA US Equity,2011,ES009,5,True,Combined_ES_Scores_14.xlsx,VOC Emissions,ES,Alcoa Corp
AA US Equity,2011,ES014,90767.8,True,Combined_ES_Scores_14.xlsx,Total Energy Consumption,ES,Alcoa Corp
AA US Equity,2011,ES036,True,True,Combined_ES_Scores_14.xlsx,Emissions Reduction Initiatives,ES,Alcoa Corp
AA US Equity,2011,ES041,True,True,Combined_ES_Scores_14.xlsx,Environmental Quality ManagementPolicy,ES,Alcoa Corp
AA US Equity,2011,ES045,50.81,True,Combined_ES_Scores_14.xlsx,Pct Employees Unionized,ES,Alcoa Corp
AA US Equity,2011,ES057,True,True,Combined_ES_Scores_14.xlsx,Health and Safety Policy,ES,Alcoa Corp
AA US Equity,2011,ES059,True,True,Combined_ES_Scores_14.xlsx,Human Rights Policy,ES,Alcoa Corp
AA US Equity,2011,ES077,16600,True,Combined_ES_Scores_14.xlsx,GHG Scope 2 Location-Based,ES,Alcoa Corp
AA US Equity,2011,ES088,True,True,Combined_ES_Scores_14.xlsx,Biodiversity Policy,ES,Alcoa Corp
AA US Equity,2011,ES092,0.12,True,Combined_ES_Scores_14.xlsx,Lost Time Incident Rate - Employees,ES,Alcoa Corp
AA US Equity,2011,ES105,False,True,Combined_ES_Scores_14.xlsx,"Climate Change Opportunities
  Discussed",ES,Alcoa Corp
AA US Equity,2011,ES106,True,True,Combined_ES_Scores_14.xlsx,Risks of Climate Change Discussed,ES,Alcoa Corp
AA US Equity,2011,ES121,1.24,True,Combined_ES_Scores_14.xlsx,Total Recordable Incident Rate - Employees,ES,Alcoa Corp
AA US Equity,2011,ES197,True,True,Combined_ES_Scores_14.xlsx,Anti-Bribery Ethics Policy,ES,Alcoa Corp
AA US Equity,2011,ES247,True,True,Combined_ES_Scores_14.xlsx,Water Policy,ES,Alcoa Corp
AA US Equity,2011,F0947,30.6,True,Combined_ES_Scores_14.xlsx,"Scope 1 Greenhouse Gas / Carbon
  Dioxide Emissions",ES,Alcoa Corp
AA US Equity,2011,F0949,148.5,True,Combined_ES_Scores_14.xlsx,Sulphur Dioxide / Sulphur Oxide Emissions,ES,Alcoa Corp
AA US Equity,2011,SA011,31.11,True,Combined_ES_Scores_14.xlsx,"Percentage Renewable Energy
  Consumed",ES,Alcoa Corp
AA US Equity,2011,SA020,109000,True,Combined_ES_Scores_14.xlsx,Freshwater Withdrawals,ES,Alcoa Corp
AA US Equity,2012,ES007,33.7,True,Combined_ES_Scores_14.xlsx,Nitrogen Oxide Emissions,ES,Alcoa Corp
AA US Equity,2012,ES009,4.8,True,Combined_ES_Scores_14.xlsx,VOC Emissions,ES,Alcoa Corp
AA US Equity,2012,ES014,115661,True,Combined_ES_Scores_14.xlsx,Total Energy Consumption,ES,Alcoa Corp
AA US Equity,2012,ES036,True,True,Combined_ES_Scores_14.xlsx,Emissions Reduction Initiatives,ES,Alcoa Corp
AA US Equity,2012,ES041,True,True,Combined_ES_Scores_14.xlsx,Environmental Quality ManagementPolicy,ES,Alcoa Corp
AA US Equity,2012,ES045,55.73,True,Combined_ES_Scores_14.xlsx,Pct Employees Unionized,ES,Alcoa Corp
AA US Equity,2012,ES057,True,True,Combined_ES_Scores_14.xlsx,Health and Safety Policy,ES,Alcoa Corp
AA US Equity,2012,ES059,True,True,Combined_ES_Scores_14.xlsx,Human Rights Policy,ES,Alcoa Corp
AA US Equity,2012,ES077,16700,True,Combined_ES_Scores_14.xlsx,GHG Scope 2 Location-Based,ES,Alcoa Corp
AA US Equity,2012,ES088,True,True,Combined_ES_Scores_14.xlsx,Biodiversity Policy,ES,Alcoa Corp
AA US Equity,2012,ES092,0.13,True,Combined_ES_Scores_14.xlsx,Lost Time Incident Rate - Employees,ES,Alcoa Corp
AA US Equity,2012,ES105,False,True,Combined_ES_Scores_14.xlsx,"Climate Change Opportunities
  Discussed",ES,Alcoa Corp
AA US Equity,2012,ES106,True,True,Combined_ES_Scores_14.xlsx,Risks of Climate Change Discussed,ES,Alcoa Corp
AA US Equity,2012,ES121,1.07,True,Combined_ES_Scores_14.xlsx,Total Recordable Incident Rate - Employees,ES,Alcoa Corp
AA US Equity,2012,ES197,True,True,Combined_ES_Scores_14.xlsx,Anti-Bribery Ethics Policy,ES,Alcoa Corp
AA US Equity,2012,ES247,True,True,Combined_ES_Scores_14.xlsx,Water Policy,ES,Alcoa Corp
AA US Equity,2012,F0947,29.8,True,Combined_ES_Scores_14.xlsx,"Scope 1 Greenhouse Gas / Carbon
  Dioxide Emissions",ES,Alcoa Corp
AA US Equity,2012,F0949,142.1,True,Combined_ES_Scores_14.xlsx,Sulphur Dioxide / Sulphur Oxide Emissions,ES,Alcoa Corp
AA US Equity,2012,F1442,0.03,True,Combined_ES_Scores_14.xlsx,Fatality Rate - Employees,ES,Alcoa Corp
AA US Equity,2012,SA020,102000,True,Combined_ES_Scores_14.xlsx,Freshwater Withdrawals,ES,Alcoa Corp
AA US Equity,2013,ES007,31.9,True,Combined_ES_Scores_14.xlsx,Nitrogen Oxide Emissions,ES,Alcoa Corp
AA US Equity,2013,ES009,4.9,True,Combined_ES_Scores_14.xlsx,VOC Emissions,ES,Alcoa Corp
AA US Equity,2013,ES014,99055.4,True,Combined_ES_Scores_14.xlsx,Total Energy Consumption,ES,Alcoa Corp
AA US Equity,2013,ES036,True,True,Combined_ES_Scores_14.xlsx,Emissions Reduction Initiatives,ES,Alcoa Corp
AA US Equity,2013,ES041,True,True,Combined_ES_Scores_14.xlsx,Environmental Quality ManagementPolicy,ES,Alcoa Corp
AA US Equity,2013,ES045,66.66,True,Combined_ES_Scores_14.xlsx,Pct Employees Unionized,ES,Alcoa Corp
AA US Equity,2013,ES057,True,True,Combined_ES_Scores_14.xlsx,Health and Safety Policy,ES,Alcoa Corp
AA US Equity,2013,ES059,True,True,Combined_ES_Scores_14.xlsx,Human Rights Policy,ES,Alcoa Corp
AA US Equity,2013,ES077,15134.8,True,Combined_ES_Scores_14.xlsx,GHG Scope 2 Location-Based,ES,Alcoa Corp
AA US Equity,2013,ES088,True,True,Combined_ES_Scores_14.xlsx,Biodiversity Policy,ES,Alcoa Corp
AA US Equity,2013,ES092,0.09,True,Combined_ES_Scores_14.xlsx,Lost Time Incident Rate - Employees,ES,Alcoa Corp
AA US Equity,2013,ES105,False,True,Combined_ES_Scores_14.xlsx,"Climate Change Opportunities
  Discussed",ES,Alcoa Corp
AA US Equity,2013,ES106,True,True,Combined_ES_Scores_14.xlsx,Risks of Climate Change Discussed,ES,Alcoa Corp
AA US Equity,2013,ES121,0.98,True,Combined_ES_Scores_14.xlsx,Total Recordable Incident Rate - Employees,ES,Alcoa Corp
AA US Equity,2013,ES197,True,True,Combined_ES_Scores_14.xlsx,Anti-Bribery Ethics Policy,ES,Alcoa Corp
AA US Equity,2013,ES247,True,True,Combined_ES_Scores_14.xlsx,Water Policy,ES,Alcoa Corp
AA US Equity,2013,ES260,0.04,True,Combined_ES_Scores_14.xlsx,"Lost Time Incident Rate -
  Contractors",ES,Alcoa Corp
AA US Equity,2013,F0947,28.23,True,Combined_ES_Scores_14.xlsx,"Scope 1 Greenhouse Gas / Carbon
  Dioxide Emissions",ES,Alcoa Corp
AA US Equity,2013,F0949,136.4,True,Combined_ES_Scores_14.xlsx,Sulphur Dioxide / Sulphur Oxide Emissions,ES,Alcoa Corp
AA US Equity,2013,SA020,102200,True,Combined_ES_Scores_14.xlsx,Freshwater Withdrawals,ES,Alcoa Corp
AA US Equity,2014,ES007,27.9,True,Combined_ES_Scores_14.xlsx,Nitrogen Oxide Emissions,ES,Alcoa Corp
AA US Equity,2014,ES009,0.48,True,Combined_ES_Scores_14.xlsx,VOC Emissions,ES,Alcoa Corp
AA US Equity,2014,ES014,126921,True,Combined_ES_Scores_14.xlsx,Total Energy Consumption,ES,Alcoa Corp
AA US Equity,2014,ES036,True,True,Combined_ES_Scores_14.xlsx,Emissions Reduction Initiatives,ES,Alcoa Corp
AA US Equity,2014,ES041,True,True,Combined_ES_Scores_14.xlsx,Environmental Quality ManagementPolicy,ES,Alcoa Corp
AA US Equity,2014,ES045,62.71,True,Combined_ES_Scores_14.xlsx,Pct Employees Unionized,ES,Alcoa Corp
AA US Equity,2014,ES057,True,True,Combined_ES_Scores_14.xlsx,Health and Safety Policy,ES,Alcoa Corp
AA US Equity,2014,ES059,True,True,Combined_ES_Scores_14.xlsx,Human Rights Policy,ES,Alcoa Corp
AA US Equity,2014,ES077,13500,True,Combined_ES_Scores_14.xlsx,GHG Scope 2 Location-Based,ES,Alcoa Corp
AA US Equity,2014,ES088,True,True,Combined_ES_Scores_14.xlsx,Biodiversity Policy,ES,Alcoa Corp
AA US Equity,2014,ES092,0.15,True,Combined_ES_Scores_14.xlsx,Lost Time Incident Rate - Employees,ES,Alcoa Corp
AA US Equity,2014,ES105,False,True,Combined_ES_Scores_14.xlsx,"Climate Change Opportunities
  Discussed",ES,Alcoa Corp
AA US Equity,2014,ES106,True,True,Combined_ES_Scores_14.xlsx,Risks of Climate Change Discussed,ES,Alcoa Corp
AA US Equity,2014,ES121,1.55,True,Combined_ES_Scores_14.xlsx,Total Recordable Incident Rate - Employees,ES,Alcoa Corp
AA US Equity,2014,ES197,True,True,Combined_ES_Scores_14.xlsx,Anti-Bribery Ethics Policy,ES,Alcoa Corp
AA US Equity,2014,ES247,True,True,Combined_ES_Scores_14.xlsx,Water Policy,ES,Alcoa Corp
AA US Equity,2014,ES260,0.07,True,Combined_ES_Scores_14.xlsx,"Lost Time Incident Rate -
  Contractors",ES,Alcoa Corp
AA US Equity,2014,ES261,0.69,True,Combined_ES_Scores_14.xlsx,Total Recordable Incident Rate - Contractors,ES,Alcoa Corp
AA US Equity,2014,F0947,26.9,True,Combined_ES_Scores_14.xlsx,"Scope 1 Greenhouse Gas / Carbon
  Dioxide Emissions",ES,Alcoa Corp
AA US Equity,2014,F0949,117.7,True,Combined_ES_Scores_14.xlsx,Sulphur Dioxide / Sulphur Oxide Emissions,ES,Alcoa Corp
AA US Equity,2014,SA011,28.1,True,Combined_ES_Scores_14.xlsx,"Percentage Renewable Energy
  Consumed",ES,Alcoa Corp
AA US Equity,2014,SA020,98800,True,Combined_ES_Scores_14.xlsx,Freshwater Withdrawals,ES,Alcoa Corp
AA US Equity,2015,ES007,25.4,False,Combined_ES_Scores_19.xlsx,Nitrogen Oxide Emissions,ES,Alcoa Corp
AA US Equity,2015,ES009,0.43,False,Combined_ES_Scores_19.xlsx,VOC Emissions,ES,Alcoa Corp
AA US Equity,2015,ES014,86911.3,False,Combined_ES_Scores_19.xlsx,Total Energy Consumption,ES,Alcoa Corp
AA US Equity,2015,ES020,23255.6,False,Combined_ES_Scores_19.xlsx,Total Waste,ES,Alcoa Corp
AA US Equity,2015,ES032,3,False,Combined_ES_Scores_19.xlsx,Number of Environmental Fines,ES,Alcoa Corp
AA US Equity,2015,ES033,0.07,False,Combined_ES_Scores_19.xlsx,Amount of Environmental Fines,ES,Alcoa Corp
AA US Equity,2015,ES036,True,False,Combined_ES_Scores_19.xlsx,Emissions Reduction Initiatives,ES,Alcoa Corp
AA US Equity,2015,ES041,True,False,Combined_ES_Scores_19.xlsx,Environmental Quality ManagementPolicy,ES,Alcoa Corp
AA US Equity,2015,ES045,62,False,Combined_ES_Scores_19.xlsx,Pct Employees Unionized,ES,Alcoa Corp
AA US Equity,2015,ES057,True,False,Combined_ES_Scores_19.xlsx,Health and Safety Policy,ES,Alcoa Corp
AA US Equity,2015,ES059,True,False,Combined_ES_Scores_19.xlsx,Human Rights Policy,ES,Alcoa Corp
AA US Equity,2015,ES077,10693.8,False,Combined_ES_Scores_19.xlsx,GHG Scope 2 Location-Based,ES,Alcoa Corp
AA US Equity,2015,ES088,True,False,Combined_ES_Scores_19.xlsx,Biodiversity Policy,ES,Alcoa Corp
AA US Equity,2015,ES105,False,False,Combined_ES_Scores_19.xlsx,"Climate Change Opportunities
  Discussed",ES,Alcoa Corp
AA US Equity,2015,ES106,True,False,Combined_ES_Scores_19.xlsx,Risks of Climate Change Discussed,ES,Alcoa Corp
AA US Equity,2015,ES197,True,False,Combined_ES_Scores_19.xlsx,Anti-Bribery Ethics Policy,ES,Alcoa Corp
AA US Equity,2015,ES247,True,False,Combined_ES_Scores_19.xlsx,Water Policy,ES,Alcoa Corp
AA US Equity,2015,F0947,24.19,False,Combined_ES_Scores_19.xlsx,"Scope 1 Greenhouse Gas / Carbon
  Dioxide Emissions",ES,Alcoa Corp
AA US Equity,2015,F0949,84.2,False,Combined_ES_Scores_19.xlsx,Sulphur Dioxide / Sulphur Oxide Emissions,ES,Alcoa Corp
AA US Equity,2015,F1442,0.07,False,Combined_ES_Scores_19.xlsx,Fatality Rate - Employees,ES,Alcoa Corp
AA US Equity,2015,SA003,4.05,False,Combined_ES_Scores_19.xlsx,"Pct GHG Emissions Covered under
  Regulatory Prog",ES,Alcoa Corp
AA US Equity,2015,SA011,38.7,False,Combined_ES_Scores_19.xlsx,"Percentage Renewable Energy
  Consumed",ES,Alcoa Corp
AA US Equity,2015,SA020,133900,False,Combined_ES_Scores_19.xlsx,Freshwater Withdrawals,ES,Alcoa Corp
AA US Equity,2015,SA027,True,False,Combined_ES_Scores_19.xlsx,Closure and Remediation Policy,ES,Alcoa Corp
AA US Equity,2015,SA028,False,False,Combined_ES_Scores_19.xlsx,"Mineral Waste Acid Rock Drain
  Policy",ES,Alcoa Corp
AA US Equity,2015,SA029,True,False,Combined_ES_Scores_19.xlsx,Indigenous Rights Policy,ES,Alcoa Corp
AA US Equity,2015,SA030,False,False,Combined_ES_Scores_19.xlsx,Critical Materials Policy,ES,Alcoa Corp
AA US Equity,2015,SA035,False,False,Combined_ES_Scores_19.xlsx,International Council Metals and Mining Membership,ES,Alcoa Corp
AA US Equity,2015,SA036,False,False,Combined_ES_Scores_19.xlsx,Extractive Industries Transparency Init,ES,Alcoa Corp
AA US Equity,2015,SA071,6,False,Combined_ES_Scores_19.xlsx,Number Sites Environmentally Sensitive Areas,ES,Alcoa Corp
AA US Equity,2015,SA072,1195,False,Combined_ES_Scores_19.xlsx,Land Disturbed,ES,Alcoa Corp
AA US Equity,2015,SA073,1293,False,Combined_ES_Scores_19.xlsx,Land Restored,ES,Alcoa Corp
AA US Equity,2015,SA074,108.2,False,Combined_ES_Scores_19.xlsx,Percentage of Land Restored,ES,Alcoa Corp
AA US Equity,2015,SA083,False,False,Combined_ES_Scores_19.xlsx,Climate Scenario Analysis,ES,Alcoa Corp
AA US Equity,2015,SA084,False,False,Combined_ES_Scores_19.xlsx,Internal Carbon Pricing,ES,Alcoa Corp
AA US Equity,2015,SA093,0.97,False,Combined_ES_Scores_19.xlsx,Percentage of Waste Recycled,ES,Alcoa Corp
AA US Equity,2015,SA119,False,False,Combined_ES_Scores_19.xlsx,Community Engagement Policy,ES,Alcoa Corp
AA US Equity,2015,SA120,False,False,Combined_ES_Scores_19.xlsx,Hazardous Waste Management Policy,ES,Alcoa Corp
AA US Equity,2015,SA161,True,False,Combined_ES_Scores_19.xlsx,GHG Emissions Reduction Policy,ES,Alcoa Corp
AA US Equity,2015,SA162,False,False,Combined_ES_Scores_19.xlsx,Air Pollution Reduction Policy,ES,Alcoa Corp
AA US Equity,2015,SA201,1.18,False,Combined_ES_Scores_19.xlsx,Total Recordable Incident Rate - Workforce,ES,Alcoa Corp
AA US Equity,2015,SA202,0.14,False,Combined_ES_Scores_19.xlsx,Lost Time Incident Rate - Workforce,ES,Alcoa Corp
AA US Equity,2015,SA207,1.16,False,Combined_ES_Scores_19.xlsx,Near Miss Frequency Rate - Workforce,ES,Alcoa Corp
AA US Equity,2015,SA215,2,False,Combined_ES_Scores_19.xlsx,Number of Significant Spills,ES,Alcoa Corp
AA US Equity,2015,SA245,50878.8,False,Combined_ES_Scores_19.xlsx,Grid Electricity Used,ES,Alcoa Corp
AA US Equity,2015,SA558,True,False,Combined_ES_Scores_19.xlsx,Company Claims Science-Based Emissions Targets,ES,Alcoa Corp
AA US Equity,2015,SA559,False,False,Combined_ES_Scores_19.xlsx,"Company Claims Net Zero Emissions
  Target",ES,Alcoa Corp
